HP,MP,Strength,Magic,Vitality,Spirit,Dexterity,Luck,WeaponAttack,WeaponMagic,ArmorDefense,ArmorSpirit,ResistElement,AbsorbElement,Is_Victorious
3270,247,77,33,67,22,68,8,50,18,38,5,Lightning,Gravity,1
2691,280,27,50,43,40,35,24,35,4,43,13,None,None,0
2869,253,64,30,30,21,33,20,16,43,69,3,None,None,0
3398,128,71,61,68,47,66,28,47,9,12,9,Poison,None,1
3918,203,36,80,29,35,71,25,65,33,59,6,Water,None,1
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,0
3015,173,45,79,68,77,38,5,50,19,47,23,None,Poison,1
4232,221,61,41,68,49,40,13,15,26,31,17,None,None,0
2869,253,64,30,30,21,33,20,16,43,69,3,None,None,0
4395,171,66,56,56,31,53,20,17,23,12,16,Poison,None,1
4395,171,66,56,56,31,53,20,17,23,12,16,Poison,None,0
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,1
3603,126,32,58,41,33,27,13,19,28,42,22,Fire,None,0
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
4322,193,44,77,36,79,54,25,50,7,31,8,None,None,1
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,0
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,1
3331,113,24,56,62,39,22,21,62,42,54,25,None,None,0
2976,176,23,49,27,20,35,20,73,10,13,19,Earth,None,1
2038,118,37,38,27,28,44,12,17,11,61,16,None,None,0
2449,276,46,41,37,35,46,27,29,7,25,1,None,None,0
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,1
3298,167,77,55,38,21,29,5,56,17,62,14,Poison,None,1
2338,231,54,64,42,44,62,17,53,27,24,3,Wind,None,0
3859,99,52,75,52,30,26,20,32,26,40,11,Holy,None,0
4322,193,44,77,36,79,54,25,50,7,31,8,None,None,1
2207,197,25,79,49,52,50,24,61,33,70,17,None,None,1
1752,103,25,55,64,73,58,6,40,40,57,0,Lightning,None,0
1752,103,25,55,64,73,58,6,40,40,57,0,Lightning,None,1
1621,94,64,28,37,75,43,16,43,22,58,11,None,None,0
2976,272,36,31,25,68,22,8,70,42,70,13,Poison,None,1
2176,206,78,49,44,47,45,17,16,18,39,10,Lightning,None,0
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,1
3270,247,77,33,67,22,68,8,50,18,38,5,Lightning,Gravity,0
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,1
3331,113,24,56,62,39,22,21,62,42,54,25,None,None,0
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
4253,186,79,76,79,45,73,24,79,35,41,3,Earth,Holy,1
3249,280,61,78,24,53,72,15,55,44,28,12,None,None,1
4353,136,41,75,80,24,76,7,39,40,51,5,Poison,None,0
2606,172,71,21,35,67,66,21,74,8,35,5,None,Gravity,0
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,1
4253,186,79,76,79,45,73,24,79,35,41,3,Earth,Holy,1
2283,218,47,75,38,37,31,21,55,34,10,15,None,Poison,0
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
3060,121,52,54,63,66,44,10,30,5,38,15,Wind,None,0
4141,273,35,76,54,73,56,19,53,21,56,24,Holy,None,1
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
1657,206,25,70,30,31,63,5,86,1,56,0,None,None,0
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,1
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,1
2176,206,78,49,44,47,45,17,16,18,39,10,Lightning,None,0
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,0
3911,239,77,62,36,69,51,28,58,42,49,2,Wind,Lightning,1
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,0
3172,150,71,49,51,67,42,17,28,44,55,20,None,Gravity,1
3249,280,61,78,24,53,72,15,55,44,28,12,None,None,1
3743,100,64,22,48,29,32,22,23,20,49,5,None,Water,0
3743,100,64,22,48,29,32,22,23,20,49,5,None,Water,1
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
3603,126,32,58,41,33,27,13,19,28,42,22,Fire,None,0
2976,272,36,31,25,68,22,8,70,42,70,13,Poison,None,1
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,0
2869,253,64,30,30,21,33,20,16,43,69,3,None,None,1
3398,128,71,61,68,47,66,28,47,9,12,9,Poison,None,0
2050,278,20,63,60,78,72,26,80,33,27,14,None,Holy,1
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
4258,112,32,31,67,36,63,11,62,20,25,14,Gravity,None,0
3891,212,70,53,68,36,30,29,59,48,45,4,Fire,None,1
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
1583,203,43,26,29,22,64,28,42,3,63,8,Holy,Gravity,0
4307,113,39,78,51,67,31,10,43,30,18,3,None,None,1
3015,173,45,79,68,77,38,5,50,19,47,23,None,Poison,1
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
4232,221,61,41,68,49,40,13,15,26,31,17,None,None,0
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,1
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
3060,121,52,54,63,66,44,10,30,5,38,15,Wind,None,0
2869,253,64,30,30,21,33,20,16,43,69,3,None,None,1
3611,169,64,29,55,58,50,27,61,10,28,0,Ice,None,0
3424,192,59,27,31,70,79,14,35,8,43,13,Water,None,0
2606,172,71,21,35,67,66,21,74,8,35,5,None,Gravity,1
2449,276,46,41,37,35,46,27,29,7,25,1,None,None,0
2976,176,23,49,27,20,35,20,73,10,13,19,Earth,None,1
2869,253,64,30,30,21,33,20,16,43,69,3,None,None,1
4258,112,32,31,67,36,63,11,62,20,25,14,Gravity,None,0
2283,218,47,75,38,37,31,21,55,34,10,15,None,Poison,1
3424,192,59,27,31,70,79,14,35,8,43,13,Water,None,0
3249,280,61,78,24,53,72,15,55,44,28,12,None,None,1
3331,113,24,56,62,39,22,21,62,42,54,25,None,None,0
3603,126,32,58,41,33,27,13,19,28,42,22,Fire,None,0
3030,130,27,38,55,25,25,13,72,48,11,15,None,None,1
2283,218,47,75,38,37,31,21,55,34,10,15,None,Poison,1
3298,167,77,55,38,21,29,5,56,17,62,14,Poison,None,0
2305,141,37,75,69,44,57,12,26,35,16,1,Gravity,Lightning,1
1992,139,63,54,27,36,31,26,82,11,34,25,None,None,0
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,1
3611,169,64,29,55,58,50,27,61,10,28,0,Ice,None,1
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,0
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,0
3918,203,36,80,29,35,71,25,65,33,59,6,Water,None,1
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,0
4141,273,35,76,54,73,56,19,53,21,56,24,Holy,None,1
1539,112,61,72,36,24,43,13,74,20,60,24,Fire,None,1
1897,213,28,43,33,42,46,11,75,2,19,23,Poison,Earth,0
3603,126,32,58,41,33,27,13,19,28,42,22,Fire,None,0
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,1
2449,276,46,41,37,35,46,27,29,7,25,1,None,None,0
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,0
2050,278,20,63,60,78,72,26,80,33,27,14,None,Holy,1
3743,100,64,22,48,29,32,22,23,20,49,5,None,Water,0
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
2842,159,77,31,67,20,40,15,68,22,61,8,Holy,None,1
1555,111,45,36,77,62,51,29,41,19,60,0,Fire,None,0
4141,273,35,76,54,73,56,19,53,21,56,24,Holy,None,1
2905,267,32,22,65,37,33,12,85,27,31,1,Gravity,Holy,0
3603,126,32,58,41,33,27,13,19,28,42,22,Fire,None,0
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
4423,245,66,47,42,34,76,19,47,36,48,25,Holy,None,1
3603,126,32,58,41,33,27,13,19,28,42,22,Fire,None,0
2283,218,47,75,38,37,31,21,55,34,10,15,None,Poison,1
2038,118,37,38,27,28,44,12,17,11,61,16,None,None,0
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,1
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,1
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,0
1555,111,45,36,77,62,51,29,41,19,60,0,Fire,None,0
2351,233,61,37,42,80,60,27,66,2,22,2,Earth,Holy,1
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,1
2351,233,61,37,42,80,60,27,66,2,22,2,Earth,Holy,0
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,0
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
1953,165,41,55,54,34,53,8,50,2,42,9,Holy,None,0
3060,121,52,54,63,66,44,10,30,5,38,15,Wind,None,1
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,0
4477,180,62,74,75,55,71,13,17,2,26,20,None,None,1
3611,169,64,29,55,58,50,27,61,10,28,0,Ice,None,1
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,0
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,0
4353,136,41,75,80,24,76,7,39,40,51,5,Poison,None,1
2351,233,61,37,42,80,60,27,66,2,22,2,Earth,Holy,1
1555,111,45,36,77,62,51,29,41,19,60,0,Fire,None,0
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,1
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,0
3331,113,24,56,62,39,22,21,62,42,54,25,None,None,1
3620,217,65,48,68,31,54,12,15,35,11,0,Water,None,0
3620,217,65,48,68,31,54,12,15,35,11,0,Water,None,1
1715,267,58,22,36,75,75,16,50,37,61,15,None,None,0
1897,213,28,43,33,42,46,11,75,2,19,23,Poison,Earth,0
2176,206,78,49,44,47,45,17,16,18,39,10,Lightning,None,1
2338,231,54,64,42,44,62,17,53,27,24,3,Wind,None,0
3172,150,71,49,51,67,42,17,28,44,55,20,None,Gravity,1
2422,273,63,68,73,53,29,29,84,40,34,21,Poison,None,0
1943,273,25,38,34,32,52,30,39,48,56,6,None,None,1
3030,130,27,38,55,25,25,13,72,48,11,15,None,None,1
3743,100,64,22,48,29,32,22,23,20,49,5,None,Water,0
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,1
3911,239,77,62,36,69,51,28,58,42,49,2,Wind,Lightning,0
2976,176,23,49,27,20,35,20,73,10,13,19,Earth,None,0
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,1
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,0
4141,273,35,76,54,73,56,19,53,21,56,24,Holy,None,1
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
1897,213,28,43,33,42,46,11,75,2,19,23,Poison,Earth,0
4417,203,32,24,63,71,54,21,48,12,56,5,Poison,Gravity,0
2283,218,47,75,38,37,31,21,55,34,10,15,None,Poison,1
3620,217,65,48,68,31,54,12,15,35,11,0,Water,None,1
3270,247,77,33,67,22,68,8,50,18,38,5,Lightning,Gravity,0
1539,112,61,72,36,24,43,13,74,20,60,24,Fire,None,0
3030,130,27,38,55,25,25,13,72,48,11,15,None,None,1
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
4417,203,32,24,63,71,54,21,48,12,56,5,Poison,Gravity,0
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,1
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
4477,180,62,74,75,55,71,13,17,2,26,20,None,None,1
2869,253,64,30,30,21,33,20,16,43,69,3,None,None,0
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,0
2842,159,77,31,67,20,40,15,68,22,61,8,Holy,None,1
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
2422,273,63,68,73,53,29,29,84,40,34,21,Poison,None,1
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
4258,112,32,31,67,36,63,11,62,20,25,14,Gravity,None,0
2976,272,36,31,25,68,22,8,70,42,70,13,Poison,None,0
2578,106,59,40,51,55,66,21,61,44,44,6,None,None,1
4307,113,39,78,51,67,31,10,43,30,18,3,None,None,1
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,0
1555,111,45,36,77,62,51,29,41,19,60,0,Fire,None,0
4141,273,35,76,54,73,56,19,53,21,56,24,Holy,None,1
3891,212,70,53,68,36,30,29,59,48,45,4,Fire,None,0
4232,221,61,41,68,49,40,13,15,26,31,17,None,None,1
2976,176,23,49,27,20,35,20,73,10,13,19,Earth,None,1
3813,277,27,35,41,20,58,10,28,7,28,20,Wind,None,0
1715,267,58,22,36,75,75,16,50,37,61,15,None,None,0
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,1
1555,111,45,36,77,62,51,29,41,19,60,0,Fire,None,0
1953,165,41,55,54,34,53,8,50,2,42,9,Holy,None,0
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,1
3398,128,71,61,68,47,66,28,47,9,12,9,Poison,None,1
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,0
4395,171,66,56,56,31,53,20,17,23,12,16,Poison,None,1
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,0
4417,203,32,24,63,71,54,21,48,12,56,5,Poison,Gravity,0
2976,272,36,31,25,68,22,8,70,42,70,13,Poison,None,1
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
2351,233,61,37,42,80,60,27,66,2,22,2,Earth,Holy,1
3249,280,61,78,24,53,72,15,55,44,28,12,None,None,1
4322,193,44,77,36,79,54,25,50,7,31,8,None,None,0
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
3620,217,65,48,68,31,54,12,15,35,11,0,Water,None,1
4395,171,66,56,56,31,53,20,17,23,12,16,Poison,None,0
4307,113,39,78,51,67,31,10,43,30,18,3,None,None,1
3611,169,64,29,55,58,50,27,61,10,28,0,Ice,None,0
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,0
4285,198,26,69,39,50,41,12,77,6,40,3,None,None,1
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,1
2976,272,36,31,25,68,22,8,70,42,70,13,Poison,None,0
3911,239,77,62,36,69,51,28,58,42,49,2,Wind,Lightning,1
3331,113,24,56,62,39,22,21,62,42,54,25,None,None,0
2207,197,25,79,49,52,50,24,61,33,70,17,None,None,1
3060,121,52,54,63,66,44,10,30,5,38,15,Wind,None,0
2422,273,63,68,73,53,29,29,84,40,34,21,Poison,None,1
4285,198,26,69,39,50,41,12,77,6,40,3,None,None,0
2050,278,20,63,60,78,72,26,80,33,27,14,None,Holy,1
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,0
4285,198,26,69,39,50,41,12,77,6,40,3,None,None,0
3918,203,36,80,29,35,71,25,65,33,59,6,Water,None,1
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,1
2691,280,27,50,43,40,35,24,35,4,43,13,None,None,0
4477,180,62,74,75,55,71,13,17,2,26,20,None,None,1
4423,245,66,47,42,34,76,19,47,36,48,25,Holy,None,0
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,0
4141,273,35,76,54,73,56,19,53,21,56,24,Holy,None,1
2606,172,71,21,35,67,66,21,74,8,35,5,None,Gravity,1
3030,130,27,38,55,25,25,13,72,48,11,15,None,None,0
2351,233,61,37,42,80,60,27,66,2,22,2,Earth,Holy,1
2691,280,27,50,43,40,35,24,35,4,43,13,None,None,0
1897,213,28,43,33,42,46,11,75,2,19,23,Poison,Earth,0
2374,110,46,41,51,37,54,28,60,13,10,13,Poison,None,1
3911,239,77,62,36,69,51,28,58,42,49,2,Wind,Lightning,1
3298,167,77,55,38,21,29,5,56,17,62,14,Poison,None,0
2422,273,63,68,73,53,29,29,84,40,34,21,Poison,None,0
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,1
4449,200,80,79,34,20,60,25,50,31,27,11,Ice,None,0
4307,113,39,78,51,67,31,10,43,30,18,3,None,None,1
1657,206,25,70,30,31,63,5,86,1,56,0,None,None,0
2207,197,25,79,49,52,50,24,61,33,70,17,None,None,1
3060,121,52,54,63,66,44,10,30,5,38,15,Wind,None,0
1992,139,63,54,27,36,31,26,82,11,34,25,None,None,1
2976,176,23,49,27,20,35,20,73,10,13,19,Earth,None,0
3859,99,52,75,52,30,26,20,32,26,40,11,Holy,None,1
4172,205,28,65,26,54,41,9,42,21,54,13,None,None,1
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,0
2691,280,27,50,43,40,35,24,35,4,43,13,None,None,0
2050,278,20,63,60,78,72,26,80,33,27,14,None,Holy,1
4449,200,80,79,34,20,60,25,50,31,27,11,Ice,None,1
2842,159,77,31,67,20,40,15,68,22,61,8,Holy,None,0
3813,277,27,35,41,20,58,10,28,7,28,20,Wind,None,0
1715,267,58,22,36,75,75,16,50,37,61,15,None,None,1
2842,159,77,31,67,20,40,15,68,22,61,8,Holy,None,1
1621,94,64,28,37,75,43,16,43,22,58,11,None,None,0
4232,221,61,41,68,49,40,13,15,26,31,17,None,None,1
3424,192,59,27,31,70,79,14,35,8,43,13,Water,None,0
3172,150,71,49,51,67,42,17,28,44,55,20,None,Gravity,0
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,1
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
1539,112,61,72,36,24,43,13,74,20,60,24,Fire,None,0
3911,239,77,62,36,69,51,28,58,42,49,2,Wind,Lightning,1
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,0
4232,221,61,41,68,49,40,13,15,26,31,17,None,None,0
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,1
4449,200,80,79,34,20,60,25,50,31,27,11,Ice,None,1
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
1943,273,25,38,34,32,52,30,39,48,56,6,None,None,0
3249,280,61,78,24,53,72,15,55,44,28,12,None,None,1
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
3620,217,65,48,68,31,54,12,15,35,11,0,Water,None,1
4258,112,32,31,67,36,63,11,62,20,25,14,Gravity,None,0
3859,99,52,75,52,30,26,20,32,26,40,11,Holy,None,1
2691,280,27,50,43,40,35,24,35,4,43,13,None,None,0
4232,221,61,41,68,49,40,13,15,26,31,17,None,None,1
3813,277,27,35,41,20,58,10,28,7,28,20,Wind,None,0
2905,267,32,22,65,37,33,12,85,27,31,1,Gravity,Holy,1
3298,167,77,55,38,21,29,5,56,17,62,14,Poison,None,0
4353,136,41,75,80,24,76,7,39,40,51,5,Poison,None,1
4395,171,66,56,56,31,53,20,17,23,12,16,Poison,None,1
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,0
4494,168,67,38,39,65,47,15,38,48,36,23,Ice,None,1
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,0
3611,169,64,29,55,58,50,27,61,10,28,0,Ice,None,0
2960,144,75,28,28,56,34,19,73,47,29,11,None,None,1
2305,141,37,75,69,44,57,12,26,35,16,1,Gravity,Lightning,1
1621,94,64,28,37,75,43,16,43,22,58,11,None,None,0
3030,130,27,38,55,25,25,13,72,48,11,15,None,None,0
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,1
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,1
2795,257,60,79,42,53,64,5,51,3,56,8,Earth,None,0
4307,113,39,78,51,67,31,10,43,30,18,3,None,None,1
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,0
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,1
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,0
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,1
4307,113,39,78,51,67,31,10,43,30,18,3,None,None,1
2842,159,77,31,67,20,40,15,68,22,61,8,Holy,None,0
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,1
2338,231,54,64,42,44,62,17,53,27,24,3,Wind,None,0
3249,280,61,78,24,53,72,15,55,44,28,12,None,None,1
3030,130,27,38,55,25,25,13,72,48,11,15,None,None,0
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,0
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,1
4395,171,66,56,56,31,53,20,17,23,12,16,Poison,None,1
3891,212,70,53,68,36,30,29,59,48,45,4,Fire,None,0
2578,106,59,40,51,55,66,21,61,44,44,6,None,None,1
2283,218,47,75,38,37,31,21,55,34,10,15,None,Poison,0
3398,128,71,61,68,47,66,28,47,9,12,9,Poison,None,0
3410,132,31,54,68,67,31,22,36,12,70,9,None,Lightning,1
2606,172,71,21,35,67,66,21,74,8,35,5,None,Gravity,0
4449,200,80,79,34,20,60,25,50,31,27,11,Ice,None,1
3603,126,32,58,41,33,27,13,19,28,42,22,Fire,None,1
3813,277,27,35,41,20,58,10,28,7,28,20,Wind,None,0
2578,106,59,40,51,55,66,21,61,44,44,6,None,None,1
4417,203,32,24,63,71,54,21,48,12,56,5,Poison,Gravity,0
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,1
3331,113,24,56,62,39,22,21,62,42,54,25,None,None,0
1752,103,25,55,64,73,58,6,40,40,57,0,Lightning,None,0
2795,257,60,79,42,53,64,5,51,3,56,8,Earth,None,1
3743,100,64,22,48,29,32,22,23,20,49,5,None,Water,0
3398,128,71,61,68,47,66,28,47,9,12,9,Poison,None,1
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,0
2842,159,77,31,67,20,40,15,68,22,61,8,Holy,None,0
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
4258,112,32,31,67,36,63,11,62,20,25,14,Gravity,None,0
2207,197,25,79,49,52,50,24,61,33,70,17,None,None,1
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,1
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
3410,132,31,54,68,67,31,22,36,12,70,9,None,Lightning,1
1715,267,58,22,36,75,75,16,50,37,61,15,None,None,0
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
1657,206,25,70,30,31,63,5,86,1,56,0,None,None,0
2176,206,78,49,44,47,45,17,16,18,39,10,Lightning,None,0
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
3968,148,68,53,28,51,47,26,71,17,62,4,Water,None,0
3911,239,77,62,36,69,51,28,58,42,49,2,Wind,Lightning,1
2842,159,77,31,67,20,40,15,68,22,61,8,Holy,None,1
2691,280,27,50,43,40,35,24,35,4,43,13,None,None,0
3859,99,52,75,52,30,26,20,32,26,40,11,Holy,None,0
4477,180,62,74,75,55,71,13,17,2,26,20,None,None,1
3918,203,36,80,29,35,71,25,65,33,59,6,Water,None,1
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,0
2795,257,60,79,42,53,64,5,51,3,56,8,Earth,None,0
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,1
1555,111,45,36,77,62,51,29,41,19,60,0,Fire,None,0
3891,212,70,53,68,36,30,29,59,48,45,4,Fire,None,1
2038,118,37,38,27,28,44,12,17,11,61,16,None,None,0
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,1
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
2905,267,32,22,65,37,33,12,85,27,31,1,Gravity,Holy,0
3911,239,77,62,36,69,51,28,58,42,49,2,Wind,Lightning,1
3015,173,45,79,68,77,38,5,50,19,47,23,None,Poison,0
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,1
4417,203,32,24,63,71,54,21,48,12,56,5,Poison,Gravity,0
2869,253,64,30,30,21,33,20,16,43,69,3,None,None,0
3611,169,64,29,55,58,50,27,61,10,28,0,Ice,None,1
1539,112,61,72,36,24,43,13,74,20,60,24,Fire,None,1
2905,267,32,22,65,37,33,12,85,27,31,1,Gravity,Holy,0
1657,206,25,70,30,31,63,5,86,1,56,0,None,None,1
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,0
3891,212,70,53,68,36,30,29,59,48,45,4,Fire,None,1
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,0
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
4395,171,66,56,56,31,53,20,17,23,12,16,Poison,None,0
4417,203,32,24,63,71,54,21,48,12,56,5,Poison,Gravity,1
2449,276,46,41,37,35,46,27,29,7,25,1,None,None,0
3253,175,51,27,63,36,67,22,44,36,63,15,Fire,None,0
4353,136,41,75,80,24,76,7,39,40,51,5,Poison,None,1
3015,173,45,79,68,77,38,5,50,19,47,23,None,Poison,1
1539,112,61,72,36,24,43,13,74,20,60,24,Fire,None,0
4285,198,26,69,39,50,41,12,77,6,40,3,None,None,1
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,0
2905,267,32,22,65,37,33,12,85,27,31,1,Gravity,Holy,0
4494,168,67,38,39,65,47,15,38,48,36,23,Ice,None,1
2803,199,66,40,42,31,48,29,28,31,50,1,Wind,None,0
3398,128,71,61,68,47,66,28,47,9,12,9,Poison,None,1
4353,136,41,75,80,24,76,7,39,40,51,5,Poison,None,1
1657,206,25,70,30,31,63,5,86,1,56,0,None,None,0
2908,274,79,64,54,78,36,25,16,4,58,22,Poison,None,0
4353,136,41,75,80,24,76,7,39,40,51,5,Poison,None,1
3270,247,77,33,67,22,68,8,50,18,38,5,Lightning,Gravity,1
2691,280,27,50,43,40,35,24,35,4,43,13,None,None,0
2422,273,63,68,73,53,29,29,84,40,34,21,Poison,None,0
2578,106,59,40,51,55,66,21,61,44,44,6,None,None,1
3611,271,51,22,31,20,22,23,45,23,15,25,None,None,1
2597,173,22,25,51,69,52,28,72,19,29,9,Gravity,None,0
4285,198,26,69,39,50,41,12,77,6,40,3,None,None,1
3668,215,31,79,24,40,64,29,68,9,18,6,Poison,None,0
2905,267,32,22,65,37,33,12,85,27,31,1,Gravity,Holy,0
2795,257,60,79,42,53,64,5,51,3,56,8,Earth,None,1
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
3398,128,71,61,68,47,66,28,47,9,12,9,Poison,None,0
4307,113,39,78,51,67,31,10,43,30,18,3,None,None,1
2351,233,61,37,42,80,60,27,66,2,22,2,Earth,Holy,0
3249,280,61,78,24,53,72,15,55,44,28,12,None,None,1
3611,169,64,29,55,58,50,27,61,10,28,0,Ice,None,0
1943,273,25,38,34,32,52,30,39,48,56,6,None,None,0
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,1
4449,200,80,79,34,20,60,25,50,31,27,11,Ice,None,0
3839,159,49,64,23,52,27,9,60,49,20,19,Water,None,1
3270,247,77,33,67,22,68,8,50,18,38,5,Lightning,Gravity,0
2976,272,36,31,25,68,22,8,70,42,70,13,Poison,None,1
4127,262,33,71,61,21,38,18,34,16,58,0,None,None,1
2037,192,46,67,74,54,49,20,48,38,65,12,None,None,0
2176,206,78,49,44,47,45,17,16,18,39,10,Lightning,None,1
1953,165,41,55,54,34,53,8,50,2,42,9,Holy,None,0
3859,99,52,75,52,30,26,20,32,26,40,11,Holy,None,1
4417,203,32,24,63,71,54,21,48,12,56,5,Poison,Gravity,0
4172,205,28,65,26,54,41,9,42,21,54,13,None,None,0
3910,277,59,52,78,33,62,16,24,44,69,21,None,None,1
3511,139,74,36,40,42,26,19,56,25,33,13,None,None,1
3743,100,64,22,48,29,32,22,23,20,49,5,None,Water,0
2351,233,61,37,42,80,60,27,66,2,22,2,Earth,Holy,0
3449,151,68,61,41,26,76,20,90,4,35,7,Ice,None,1
